LocalClinicalCodeValue,ReadCodeValue,hb_extract,SampleName,ArithmeticComparator,Interpretation,QuantityUnit,RangeHighValue,RangeLowValue,RecordCount,QVAverage,QVStandardDev
K,44I4.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,1196,NULL,NULL
K,44I4.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,503,NULL,NULL
K,44I4.,T,Blood,NULL,RESULT REMOVED BY LABORATORY,NULL,NULL,NULL,15,NULL,NULL
K,44I4.,T,Blood,NULL,SAMPLE DELAYED IN TRANSIT,NULL,NULL,NULL,6530,NULL,NULL
K,44I4.,T,Blood,NULL,SAMPLE LIPAEMIC,NULL,NULL,NULL,557,NULL,NULL
K,44I4.,T,Blood,NULL,SPECIMEN UNLABELLED.,NULL,NULL,NULL,9,NULL,NULL
K,44I4.,T,Blood,NULL,WRONG SAMPLE CONTAINER RECEIVED,NULL,NULL,NULL,10,NULL,NULL
K,44I4.,T,Blood,NULL,NULL,mmol/L,5.0,3.5,555830,4.40377993024365,0.526340379886997
K,44I4.,T,Blood,NULL,NULL,mmol/L,5.3,3.5,931256,4.38109456328665,0.530506303455963
K,44I4.,T,Blood,>,NULL,mmol/L,5.3,3.5,8,10,0
K,44I4.,T,Serum,NULL,INS,NULL,NULL,NULL,189,NULL,NULL
K,44I4.,T,Serum,NULL,NA,NULL,NULL,NULL,84,NULL,NULL
K,44I4.,T,Serum,NULL,NS,NULL,NULL,NULL,446,NULL,NULL
K,44I4.,T,Serum,NULL,UNL,NULL,NULL,NULL,15,NULL,NULL
K+        ,44I4.,T,Serum,NULL,NULL,NULL,NULL,NULL,508,4.08425196850393,0.869847768027538
K+     *  ,44I4.,T,Serum,NULL,NULL,NULL,NULL,NULL,1819,5.0830676195712,9.5816880057733
K2,44I4.,T,Serum,NULL,NULL,NULL,NULL,NULL,671,4.07064083457526,0.575509669565022
KA,NULL,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,8,NULL,NULL
KA,NULL,F,Serum,NULL,Specimen too old for accurate analysis,NULL,NULL,NULL,92,NULL,NULL
KA,44I4.,F,Serum,NULL,Contaminated by leaking sample - rejected,NULL,NULL,NULL,59,NULL,NULL
KA,44I4.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,96,NULL,NULL
KA,44I4.,F,Serum,NULL,No specimen received,NULL,NULL,NULL,134,NULL,NULL
KA,44I4.,F,Serum,NULL,Not Tested,NULL,NULL,NULL,86,NULL,NULL
KA,44I4.,F,Serum,NULL,Regret test missed in error.,NULL,NULL,NULL,7,NULL,NULL
KA,44I4.,F,Serum,NULL,Sample haemolysed- unsuitable for analysis,NULL,NULL,NULL,10433,NULL,NULL
KA,44I4.,F,Serum,NULL,Sample unsuitable,NULL,NULL,NULL,10,NULL,NULL
KA,44I4.,F,Serum,NULL,Sample unsuitable. ? Taken from drip arm.,NULL,NULL,NULL,13,NULL,NULL
KA,44I4.,F,Serum,NULL,Specimen leaked in transit - rejected,NULL,NULL,NULL,13,NULL,NULL
KA,44I4.,F,Serum,NULL,Specimen unlabelled - rejected,NULL,NULL,NULL,181,NULL,NULL
KA,44I4.,F,Serum,NULL,Specimen without min data set - rejected,NULL,NULL,NULL,15,NULL,NULL
KA,44I4.,F,Serum,NULL,Test not required,NULL,NULL,NULL,7,NULL,NULL
KA,44I4.,F,Serum,NULL,NULL,mmol/L,5.0,3.5,111,4.44684684684684,0.410945654407426
KA,44I4.,F,Serum,NULL,NULL,mmol/L,5.3,3.5,216733,4.40958045147642,0.522106079575265
KA,NULL,F,Serum,NULL,Sample haemolysed- unsuitable for analysis,NULL,NULL,NULL,56,NULL,NULL
KA,NULL,F,Serum,NULL,NULL,mmol/L,5.4,3.6,8190,4.34462759058117,0.415615726297754
KA,44I4.,F,Serum,NULL,Data on sample & form incompatible - rejected,NULL,NULL,NULL,42,NULL,NULL
KA,44I4.,F,Serum,NULL,Form without min data set - rejected,NULL,NULL,NULL,13,NULL,NULL
KA,44I4.,F,Serum,NULL,No blood in container(s),NULL,NULL,NULL,6,NULL,NULL
KA,44I4.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,678,NULL,NULL
KA,44I4.,F,Serum,NULL,Regret sample contaminated- please repeat.,NULL,NULL,NULL,7,NULL,NULL
KA,44I4.,F,Serum,NULL,Sample clotted,NULL,NULL,NULL,12,NULL,NULL
KA,44I4.,F,Serum,NULL,Sample not from this patient,NULL,NULL,NULL,46,NULL,NULL
KA,44I4.,F,Serum,NULL,See text below,NULL,NULL,NULL,37,NULL,NULL
KA,44I4.,F,Serum,NULL,Serum sample unlabelled - rejected,NULL,NULL,NULL,50,NULL,NULL
KA,44I4.,F,Serum,NULL,Specimen too old for accurate analysis,NULL,NULL,NULL,2746,NULL,NULL
KA,44I4.,F,Serum,NULL,Unsuitable- contaminated with potassium EDTA.,NULL,NULL,NULL,94,NULL,NULL
KA,44I4.,F,Serum,NULL,NULL,mmol/L,5.4,3.6,316520,4.32687002049073,0.469683005005677
KLC,NULL,F,Urine,NULL,NULL,mg/L,NULL,NULL,66,66.9242424242424,164.813023253724
KLC,NULL,F,Urine,<,NULL,mg/L,NULL,NULL,22,7.04545454545455,0.213200716355615
LA,44D5.,F,Blood,NULL,Insufficient sample,NULL,NULL,NULL,11,NULL,NULL
LA,44D5.,F,Blood,NULL,No fluoride received,NULL,NULL,NULL,382,NULL,NULL
LA,44D5.,F,Blood,NULL,NULL,mmol/L,2.5,0.6,7,1.15714285714286,0.645128263363555
LA,44D5.,F,Blood,NULL,No specimen received,NULL,NULL,NULL,29,NULL,NULL
LA,44D5.,F,Blood,NULL,NULL,mmol/L,2.1,0.7,11230,1.86292074762171,1.62439217469478
LACT,44D8.,T,Fluoride Oxalate,NULL,FLUORIDE OXALATE (GREY TOP) REQUIRED,NULL,NULL,NULL,988,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,183,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,NOT AVAILABLE,NULL,NULL,NULL,38,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,92,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,US,NULL,NULL,NULL,17,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,NULL,NULL,NULL,NULL,658,2.76698170731707,4.70455297156491
LACT,44D8.,T,Fluoride Oxalate,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,41,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,NS,NULL,NULL,NULL,37,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,62,NULL,NULL
LACT,44D8.,T,Fluoride Oxalate,NULL,NULL,mmol/L,1.8,0.7,54100,1.9771478738316,1.8860795372046
LAM,44Wg.,T,Blood,NULL,NULL,mg/L,4.0,1.0,11,8.64545454545455,7.52719916520928
LAMO,44Wg.,F,Serum,NULL,NULL,mg/L,15,1,40,6.37499996513128,5.61891264148033
LAM_F,44Wg.,F,Serum,NULL,NULL,mg/L,15,1,8,7.26249997317791,4.13035368772122
LAX       ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,6,0,0
LD,44HF.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,30,NULL,NULL
LD,44HF.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,8,NULL,NULL
LD,44HF.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,16,NULL,NULL
LD,44HF.,T,Blood,NULL,NULL,U/L,410,145,3079,487.878531990906,357.347963177612
LD,44HF.,T,Blood,NULL,NULL,U/L,575,145,33,383.090909090909,194.824819330784
LD,44HF.,T,Serum,NULL,NULL,NULL,NULL,NULL,2607,432.004602991945,592.380590810227
LD,44HF.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,46,NULL,NULL
LD,44HF.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,453,NULL,NULL
LD,44HF.,T,Blood,NULL,NULL,U/L,246,120,5043,322.28494943486,478.047159158948
LD,44HF.,T,Serum,NULL,HM,NULL,NULL,NULL,47,NULL,NULL
LD1       ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,7,29.2428571428571,11.588191855341
LD1COM    ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,7,4182.85714285714,11064.5949832272
LD1N      ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,8,218.5,143.903737666142
LD1PCT    ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,8,30.5,10
LD2       ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,7,33.6571428571429,3.12935410953392
LD3       ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,7,17.4142857142857,5.12426533642582
LD4       ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,7,8.82857142857143,3.71829453993551
LD5       ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,7,10.8428571428571,7.46522094847325
LDH,NULL,F,Serum,NULL,NULL,U/L,270,140,15,170.4,29.3715119509656
LDH,44HF.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,16,NULL,NULL
LDH,44HF.,F,Serum,NULL,Test not available,NULL,NULL,NULL,6,NULL,NULL
LDH,44HF.,F,Serum,<,NULL,U/L,270,140,14,25,0
LDH,44HF.,F,Serum,NULL,Sample haemolysed- unsuitable for analysis,NULL,NULL,NULL,713,NULL,NULL
LDH,44HF.,F,Serum,NULL,NULL,U/L,270,140,7328,257.291484716157,362.346438700532
LDH    *  ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,617,380.625607779579,364.043825220041
LDL       ,44PI.,T,Serum,NULL,NULL,NULL,NULL,NULL,699,4.02158273381295,1.26774224588714
LDL,NULL,F,Serum,NULL,Sample unsuitable for LDL calculation,NULL,NULL,NULL,138,NULL,NULL
LDL,NULL,F,Serum,NULL,NULL,mmol/L,4.2,1,903,3.30786267926263,1.04399569678989
LDL,NULL,F,Serum,NULL,NULL,mmol/L,4.2,1.0,1106,3.28490053955297,1.0415520273132
LDL,44PI.,F,Serum,NULL,Sample unsuitable for LDL calculation,NULL,NULL,NULL,2273,NULL,NULL
LDL,44PI.,F,Serum,NULL,NULL,mmol/L,4.2,1.0,60145,2.83633684972128,1.09240209873676
LEAD,44X8.,F,Blood,NULL,NULL,umol/L,0.50,0,22,0.102727272642607,0.0722549591790526
LEAD      ,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,9,0.243333333333333,0.153704261489394
LH,443e.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,10,NULL,NULL
LH,443e.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,7,NULL,NULL
LH,443e.,F,Serum,NULL,See text below,NULL,NULL,NULL,8,NULL,NULL
LH,443e.,F,Serum,NULL,NULL,U/L,9,1.5,6377,17.4642778749016,18.608598992758
LH,443e.,F,Serum,<,NULL,U/L,9,1.5,92,0.104347827560876,0.0417028826560593
LH,443e.,T,Blood,NULL,NULL,NULL,NULL,NULL,11,18.4363636363636,23.3016854638145
LH,443e.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,24,NULL,NULL
LH,443e.,T,Blood,NULL,LT0.5 < U/L (follic. 0.8-12.0),NULL,NULL,NULL,27,NULL,NULL
LH,443e.,T,Blood,NULL,LT0.5 < U/L (see below),NULL,NULL,NULL,12,NULL,NULL
LH,443e.,T,Blood,NULL,LT0.5 U/L (see Handbook),NULL,NULL,NULL,34,NULL,NULL
LH,443e.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,8,NULL,NULL
LH,443e.,T,Blood,NULL,NULL,U/L,NULL,.,1297,27.5687740782636,17.4371597458398
LH,443e.,T,Blood,<,NULL,U/L,NULL,.,29,0.5,0
LH,443e.,T,Blood,NULL,NULL,U/L,12.0,NULL,4808,14.0657029971282,15.3494429764281
LH,443e.,T,Blood,NULL,NULL,U/L,12.0,0.8,9250,18.1183567533119,18.846109333881
LH,443e.,T,Blood,<,NULL,U/L,12.0,0.8,176,0.140909091544084,0.121548450922976
LH,443e.,T,Blood,<,NULL,U/L,33.0,1.0,103,0.177669903303234,0.158999345492833
LH,443e.,T,Blood,<,NULL,U/L,9.0,1.0,136,0.138235294566873,0.11804507820434
LH,443e.,T,Serum,NULL,NULL,NULL,NULL,NULL,19175,15.3169550930996,16.924356724687
LH,443e.,T,Serum,NULL,0.9 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,0.9,0
LH,443e.,T,Serum,NULL,1.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,NULL,NULL
LH,443e.,T,Serum,NULL,1.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,1.3,0
LH,443e.,T,Serum,NULL,1.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,NULL,NULL
LH,443e.,T,Serum,NULL,1.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,1.6,NULL
LH,443e.,T,Serum,NULL,1.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,9,1.7,NULL
LH,443e.,T,Serum,NULL,1.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,1.8,NULL
LH,443e.,T,Serum,NULL,2.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,2,0
LH,443e.,T,Serum,NULL,2.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,16,2.3,0
LH,443e.,T,Serum,NULL,2.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,2.6,0
LH,443e.,T,Serum,NULL,2.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,10,2.7,5.61957980145254E-08
LH,443e.,T,Serum,NULL,3.1 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,14,3.1,0
LH,443e.,T,Serum,NULL,3.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,10,3.3,0
LH,443e.,T,Serum,NULL,3.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,17,3.4,9.42432183077448E-08
LH,443e.,T,Serum,NULL,4.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,17,4,0
LH,443e.,T,Serum,NULL,4.1 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,4.1,0
LH,443e.,T,Serum,NULL,4.5 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,15,4.5,0
LH,443e.,T,Serum,NULL,4.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,20,4.6,0
LH,443e.,T,Serum,NULL,5.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,10,5,0
LH,443e.,T,Serum,NULL,5.1 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,11,5.1,0
LH,443e.,T,Serum,NULL,5.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,15,5.3,0
LH,443e.,T,Serum,NULL,5.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,5.7,0
LH,443e.,T,Serum,NULL,5.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,13,5.8,1.19209289550781E-07
LH,443e.,T,Serum,NULL,5.9 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,12,5.9,7.1885906357232E-08
LH,443e.,T,Serum,NULL,6.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,13,6,0
LH,443e.,T,Serum,NULL,6.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,13,6.2,0
LH,443e.,T,Serum,NULL,6.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,10,6.3,1.37651030824095E-07
LH,443e.,T,Serum,NULL,6.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,11,6.4,1.68587394043576E-07
LH,443e.,T,Serum,NULL,6.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,14,6.6,0
LH,443e.,T,Serum,NULL,6.9 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,16,6.9,0
LH,443e.,T,Serum,NULL,7.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,15,7,0
LH,443e.,T,Serum,NULL,7.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,7.3,1.06624029994001E-07
LH,443e.,T,Serum,NULL,7.5 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,9,7.5,0
LH,443e.,T,Serum,NULL,7.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,7.8,0
LH,443e.,T,Serum,NULL,8.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,8.2,0
LH,443e.,T,Serum,NULL,8.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,9,8.3,1.68587394043576E-07
LH,443e.,T,Serum,NULL,8.5 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,8.5,0
LH,443e.,T,Serum,NULL,8.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,8.6,0
LH,443e.,T,Serum,NULL,9.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,9.7,0
LH,443e.,T,Serum,<,LT0.5 < U/L (follic. 0.8-12.0),NULL,NULL,NULL,33,NULL,NULL
LH,443e.,T,Serum,<,LT0.5 << U/L (postmen.GT15),NULL,NULL,NULL,9,NULL,NULL
LH,443e.,T,Serum,<,LT0.5 U/L (follic. 0.8-12.0),NULL,NULL,NULL,85,NULL,NULL
LH,NULL,F,Serum,NULL,NULL,U/L,9,1.5,460,17.0980434669425,19.0893580395926
LH,NULL,F,Serum,<,NULL,U/L,9,1.5,6,0.100000001490116,0
LH,443e.,F,Serum,NULL,NULL,U/L,12.6,2.4,1355,15.651512915094,15.6430881566791
LH,443e.,F,Serum,NULL,NULL,U/L,8.6,1.7,353,6.891218132608,6.42727294374506
LH,443e.,F,Serum,<,NULL,U/L,8.6,1.7,7,0.1,1.52084339582869E-09
LH,443e.,F,Serum,NULL,NULL,U/L,9.0,1.5,597,5.61323284073241,4.83215002052759
LH,443e.,F,Serum,<,NULL,U/L,9.0,1.5,15,0.100000001490116,0
LH,443e.,T,Blood,NULL,LT0.5 << U/L (postmen.GT15),NULL,NULL,NULL,15,NULL,NULL
LH,443e.,T,Blood,<,NULL,U/L,12.0,NULL,59,0.5,0
LH,443e.,T,Blood,NULL,NULL,U/L,33.0,1.0,2161,6.53105044495048,6.04660552990099
LH,443e.,T,Blood,NULL,NULL,U/L,9.0,1.0,2556,4.98873239514973,3.62393734602612
LH,443e.,T,Serum,NULL,1.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,12,NULL,NULL
LH,443e.,T,Serum,NULL,1.5 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,1.5,NULL
LH,443e.,T,Serum,NULL,1.9 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,14,NULL,NULL
LH,443e.,T,Serum,NULL,10.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,9,10,0
LH,443e.,T,Serum,NULL,10.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,10.3,NULL
LH,443e.,T,Serum,NULL,11.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,7,11,NULL
LH,443e.,T,Serum,NULL,13.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,NULL,NULL
LH,443e.,T,Serum,NULL,2.1 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,2.1,0
LH,443e.,T,Serum,NULL,2.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,11,2.2,5.96046447753906E-08
LH,443e.,T,Serum,NULL,2.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,14,2.4,4.67577302785359E-08
LH,443e.,T,Serum,NULL,2.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,13,2.8,3.44127577060238E-08
LH,443e.,T,Serum,NULL,2.9 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,9,2.9,4.2146848510894E-08
LH,443e.,T,Serum,NULL,21.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,NULL,NULL
LH,443e.,T,Serum,NULL,3.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,12,3,0
LH,443e.,T,Serum,NULL,3.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,18,3.2,4.08884489876053E-08
LH,443e.,T,Serum,NULL,3.5 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,18,3.5,0
LH,443e.,T,Serum,NULL,3.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,22,3.6,7.35775708971462E-08
LH,443e.,T,Serum,NULL,3.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,24,3.7,0
LH,443e.,T,Serum,NULL,3.8 U/L ( 1.0 - 9.0 ),NULL,NULL,NULL,6,3.8,0
LH,443e.,T,Serum,NULL,3.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,15,3.8,9.01137526057308E-08
LH,443e.,T,Serum,NULL,3.9 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,12,3.9,1.0166202371388E-07
LH,443e.,T,Serum,NULL,4.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,12,4.2,0
LH,443e.,T,Serum,NULL,4.3 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,15,4.3,1.10366356345719E-07
LH,443e.,T,Serum,NULL,4.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,17,4.4,8.42936970217881E-08
LH,443e.,T,Serum,NULL,4.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,24,4.7,0
LH,443e.,T,Serum,NULL,4.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,17,4.8,1.19209289550781E-07
LH,443e.,T,Serum,NULL,4.9 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,14,4.9,6.61254163056885E-08
LH,443e.,T,Serum,NULL,5.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,16,5.2,0
LH,443e.,T,Serum,NULL,5.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,10,5.4,1.12391596029051E-07
LH,443e.,T,Serum,NULL,5.5 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,14,5.5,0
LH,443e.,T,Serum,NULL,5.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,11,5.6,0
LH,443e.,T,Serum,NULL,6.1 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,17,6.1,1.19209289550781E-07
LH,443e.,T,Serum,NULL,6.5 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,10,6.5,0
LH,443e.,T,Serum,NULL,6.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,6.7,0
LH,443e.,T,Serum,NULL,6.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,12,6.8,1.43771812714464E-07
LH,443e.,T,Serum,NULL,7.1 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,14,7.1,9.35154605570717E-08
LH,443e.,T,Serum,NULL,7.2 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,7.2,0
LH,443e.,T,Serum,NULL,7.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,12,7.4,0
LH,443e.,T,Serum,NULL,7.6 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,7.6,0
LH,443e.,T,Serum,NULL,7.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,9,7.7,0
LH,443e.,T,Serum,NULL,8.4 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,8,8.4,0
LH,443e.,T,Serum,NULL,8.7 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,8.7,0
LH,443e.,T,Serum,NULL,8.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,10,8.8,2.24783192058102E-07
LH,443e.,T,Serum,NULL,9.0 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,9,0
LH,443e.,T,Serum,NULL,9.8 U/L (follic. 0.8 - 12 ),NULL,NULL,NULL,6,9.8,2.13248059988002E-07
LH,443e.,T,Serum,NULL,INS,NULL,NULL,NULL,11,NULL,NULL
LH,443e.,T,Serum,<,NULL,NULL,NULL,NULL,33,NULL,NULL
LH,443e.,T,Serum,<,LT0.5 < U/L (see below),NULL,NULL,NULL,25,NULL,NULL
LH,443e.,T,Serum,<,LT0.5 U/L (see Handbook),NULL,NULL,NULL,97,NULL,NULL
LI,NULL,F,Serum,NULL,NULL,mmol/L,1.0,0.5,26,0.717307694829427,0.2411565086241
LI,44W8.,F,Serum,<,NULL,mmol/L,0.8,0.5,13,0.188461541212522,0.04160251554346
LI,44W8.,F,Serum,NULL,NULL,mmol/L,1.0,0.5,1766,0.714479048106638,0.318772318794641
LI        ,44W8.,T,Serum,NULL,NULL,NULL,NULL,NULL,179,0.539329608938547,0.227108343607987
LI,NULL,F,Serum,NULL,NULL,mmol/L,0.8,0.5,10,0.593000009655952,0.12849990081804
LI,NULL,F,Serum,NULL,NULL,mmol/L,1,0.5,22,0.696818176318299,0.260464536798147
LI,44W8.,F,Serum,NULL,Sample unsuitable,NULL,NULL,NULL,6,NULL,NULL
LI,44W8.,F,Serum,NULL,NULL,mmol/L,0.8,0.5,548,0.671551094962297,0.240083707601991
LI,44W8.,F,Serum,<,NULL,mmol/L,1.0,0.5,58,0.179310347396752,0.0521758867406892
LIP,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,8,11.125,9.55342122712367
LIT,NULL,F,Unknown,NULL,Specimen leaked in transit - rejected,NULL,NULL,NULL,18,NULL,NULL
LIT,NULL,F,Unknown,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,78,NULL,NULL
LIT,.9b04,F,Unknown,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,14,NULL,NULL
LITH,44W8.,T,Blood,NULL,NULL,mmol/L,0.8,0.4,1510,0.590377483000029,0.233686116359551
LITH,44W8.,T,Blood,NULL,NULL,mmol/L,1.0,0.4,3215,0.639297044866007,0.221782261334758
LITH,44W8.,T,Serum,<,NULL,NULL,NULL,NULL,8,NULL,NULL
LITH,44W8.,T,Serum,<,LT0.1,NULL,NULL,NULL,23,NULL,NULL
LITH,44W8.,T,Blood,<,NULL,mmol/L,0.8,0.4,23,0.0960869578077741,0.0187662975942076
LITH,44W8.,T,Blood,<,NULL,mmol/L,1.0,0.4,142,0.149295775308995,0.0501720139142102
LITH,44W8.,T,Serum,NULL,NULL,NULL,NULL,NULL,4906,0.595470852017937,0.249853682904058
LITH,44W8.,T,Serum,NULL,US,NULL,NULL,NULL,8,NULL,NULL
LITH,44W8.,T,Serum,<,LT.1,NULL,NULL,NULL,11,NULL,NULL
LITHIUM   ,NULL,T,Serum,NULL,NULL,NULL,NULL,NULL,172,0.566686046511628,0.20845871380136
LITH_F,44W8.,F,Serum,NULL,NULL,mmol/L,0.8,0.5,57,0.665087718451232,0.196578982861779
LITH_F,44W8.,F,Serum,NULL,NULL,mmol/L,1.0,0.5,349,0.703553007675447,0.302486791906065
LITH_F,44W8.,F,Serum,<,NULL,mmol/L,1.0,0.5,20,0.200000002980232,0
LLC,NULL,F,Urine,<,NULL,mg/L,NULL,NULL,34,4.02941176470588,0.171498585142511
LLC,NULL,F,Urine,NULL,NULL,mg/L,NULL,NULL,54,74.6296296296296,175.199002355251
